,cluster_id,genes,size,reactome_term,reactome_name,reactome_pval
268,267,"['ADH1C', 'ASXL2', 'REELD1', 'SRGAP2']",4,R-HSA-428543,Inactivation of CDC42 and RAC1,9.012632024296696e-05
269,268,"['ADH5', 'ATP5MC1', 'CCNL1', 'CFAP97D1', 'CIAO2A', 'CNOT7', 'COIL', 'DENR', 'EIF4ENIF1', 'FAM136A', 'GTPBP1', 'HNRNPA0', 'KMT5A', 'LLPH', 'LSM14A', 'MBTD1', 'NME2', 'NUSAP1', 'PRAC2', 'RASSF10', 'RHBDD3', 'RSAD1', 'SHE', 'SIGMAR1', 'SLC25A38', 'STRADB', 'TDG', 'TMEM183A', 'VCPKMT', 'VDAC1', 'ZBTB12', 'ZBTB9']",32,R-HSA-163210,Formation of ATP by chemiosmotic coupling,0.09161119846313859
270,269,"['ADH6', 'ALDH7A1', 'ALS2CL', 'ARHGEF40', 'CACNA1D', 'CD5L', 'CERS4', 'CILK1', 'DNAH9', 'FAM83C', 'FRS3', 'GAREM1', 'HSD3B7', 'ITPRID2', 'JPH1', 'LPCAT4', 'LRRC30', 'LRRC46', 'MLX', 'MYBPH', 'MYO1G', 'NOL4L', 'NOTCH4', 'OLFML2B', 'PDZD7', 'PEAR1', 'PHF24', 'PLPPR2', 'RTL1', 'SCMH1', 'SCML4', 'SH3BP1', 'SHC4', 'SLAMF7', 'STAT5A', 'SYNE1', 'TET3', 'TRERF1', 'UBXN6', 'UPK3B', 'VANGL2', 'ZNF536', 'ZNF655']",43,R-HSA-9027283,Erythropoietin activates STAT5,0.06540805344757117
271,270,"['ADHFE1', 'CSTPP1', 'DQX1', 'FIGLA', 'PCOLCE2', 'UBE2D4']",6,R-HSA-880009,Interconversion of 2-oxoglutarate and 2-hydroxyglutarate,0.017386986675061222
272,271,"['ADI1', 'AGTR2', 'CAGE1', 'CASD1', 'CCDC110', 'CFAP47', 'CFAP97', 'CYP3A4', 'DEFB112', 'EIF2AK1', 'FAM219B', 'FAM53B', 'GPR174', 'GPR22', 'INSYN2A', 'KLKB1', 'LMX1A', 'LRP2BP', 'NRN1', 'PRPS1L1', 'RGS10', 'RNF133', 'RNF217', 'SGSM3', 'SIRPD', 'SLC35G2', 'ST8SIA6', 'STARD6', 'SYNJ2BP', 'TGFBR2', 'TMEM156', 'TRIM60', 'WDR17', 'ZNF14']",34,R-HSA-73843,5-Phosphoribose 1-diphosphate biosynthesis,0.04624485729207761
273,272,"['ADIG', 'ARHGEF12', 'BRD2', 'CD70', 'FBXO4', 'MARK3', 'RC3H2', 'TAF2', 'TAF5', 'YES1']",10,R-HSA-73779,RNA Polymerase II Transcription Pre-Initiation And Promoter Opening,0.010930449579008905
274,273,"['ADIPOQ', 'AKR1C4', 'C16orf74', 'C8A', 'CAPSL', 'CCDC3', 'CNR1', 'COL21A1', 'CUL5', 'DLGAP4', 'DMBX1', 'EBLN2', 'FAM83B', 'FRMD7', 'GPR143', 'GPRC6A', 'KIF16B', 'KPRP', 'LDHC', 'MAMLD1', 'MGP', 'MRAP2', 'NETO1', 'PABPC3', 'PFN4', 'PIERCE2', 'PNMA2', 'RANBP3L', 'RAPGEF5', 'RYR3', 'SAMD3', 'SLCO1B1', 'SPRR3', 'STEAP4', 'SYTL5', 'TLR4', 'UGT3A1']",37,R-HSA-2562578,TRIF-mediated programmed cell death,0.06702977214463157
275,274,"['ADIPOR1', 'ATG2B', 'DEAF1', 'ENTPD8', 'FAM3A', 'FXYD2', 'HSPBP1', 'KIR3DL1', 'NDFIP2', 'NEURL2', 'RASSF1', 'SGSH', 'SLC25A43', 'STT3B', 'TAFA5', 'THY1']",16,R-HSA-163680,AMPK inhibits chREBP transcriptional activation activity,0.03335335423168917
276,275,"['ADM2', 'APOL1', 'AVL9', 'C11orf58', 'C8orf74', 'CALM3', 'EMC10', 'EMD', 'GRM4', 'INCA1', 'MSH5', 'NTN5', 'PACC1', 'PINLYP', 'PPM1B', 'RELL2', 'ROS1', 'SAP25', 'SCAMP4', 'SERPINF1', 'SPRY1', 'TULP3', 'UCK2', 'ZBTB6', 'ZNF500']",25,R-HSA-451308,Activation of Ca-permeable Kainate Receptor,0.04808431130481183
277,276,"['ADM5', 'ATP1B1', 'CAPZA1', 'CBLC', 'ENTPD5', 'IFI30', 'MAPK1IP1L', 'MARCKSL1', 'NDUFS4', 'PPP1R15A', 'SLC25A25', 'SLC30A5', 'TASP1', 'TBC1D13', 'ZNF436']",15,R-HSA-9648895,Response of EIF2AK1 (HRI) to heme deficiency,0.00023595688960575956
278,277,"['ADNP', 'NCOA3', 'ZMYM4']",3,R-HSA-381340,Transcriptional regulation of white adipocyte differentiation,0.060172763511426974
279,278,"['ADORA1', 'BCL7C', 'CCDC117', 'SERTAD3', 'ZNF280A']",5,R-HSA-417973,Adenosine P1 receptors,0.003526541636995395
280,279,"['ADORA2A', 'C5', 'CPEB1', 'GASK1A', 'PAK3', 'RTP3', 'SEC14L6', 'TEX261']",8,R-HSA-166665,Terminal pathway of complement,0.010225513017233068
281,280,"['ADORA2B', 'C15orf62', 'CGN', 'HGSNAT', 'ITGA10', 'KIF4B', 'LRIT2', 'MSRB3', 'NR1I3', 'OIT3', 'PTPRZ1', 'SDR42E1', 'SQOR', 'STAP1', 'TMPRSS11B', 'TTLL1']",16,R-HSA-2173791,TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition),0.067228336786185
282,281,"['ADORA3', 'ALPK3', 'C5orf58', 'CFHR4', 'COX7A2', 'CYYR1', 'EEF1A1', 'ETNK1', 'HMGB3', 'HP', 'INTS4', 'KCNE4', 'RBM4', 'RPL13A', 'RPS4Y2', 'RRN3', 'RWDD4', 'SPATA31D1', 'TIMM50', 'TMCO1', 'TTLL3', 'UBC', 'UTY', 'WDR36', 'WDR49', 'ZC3H11A', 'ZNF254', 'ZNF626', 'ZNF732']",29,R-HSA-5656121,Translesion synthesis by POLI,0.12060970832302986
283,282,"['ADPRS', 'AKR7A2', 'AMFR', 'ANKRD12', 'CBX7', 'CRB3', 'CTDSPL', 'CYB5RL', 'DCDC2B', 'F2RL1', 'FBXO27', 'GPAT3', 'GUCY2F', 'HPCA', 'KDELR3', 'LSMEM2', 'MTFR1L', 'MXI1', 'PLLP', 'PRRC1', 'PSMB8', 'SAMD7', 'SCGN', 'SNX10', 'SORCS1', 'SPTBN4', 'TMEM106C', 'TOM1']",28,R-HSA-445095,Interaction between L1 and Ankyrins,0.179060875105443
284,283,"['ADRA1B', 'C1orf159', 'CBY3', 'CDCA4', 'CDYL', 'CYP27A1', 'DGAT1', 'DIP2A', 'DPH7', 'DPP7', 'GATD3', 'GFPT2', 'HK3', 'HRG', 'KCNT1', 'LTBR', 'MCAM', 'MFF', 'NMUR1', 'PCSK7', 'PHYKPL', 'PRIMA1', 'PRR35', 'PTPRU', 'SAMD11', 'SLC17A2', 'SLC28A1', 'SLC2A7', 'SNED1', 'SOHLH1', 'SPATC1L', 'STMN3', 'TMEM88B', 'TRPM2', 'TUBB3', 'UBXN11', 'UPK2', 'WDR27', 'WDR53', 'ZDHHC19']",40,R-HSA-389957,Prefoldin mediated transfer of substrate  to CCT/TriC,0.20193476898032758
285,284,"['ADRA1D', 'AGPAT3', 'AGPAT5', 'ANK2', 'ARHGAP45', 'CABP1', 'CD99L2', 'CHRNA10', 'DKK2', 'EBF2', 'EPHB2', 'FAM43B', 'FYN', 'GADD45B', 'GPR12', 'GPRC5A', 'IL34', 'INO80D', 'ITGB2', 'KCNG4', 'KIAA1217', 'LRP10', 'NBEAL2', 'NCF2', 'P2RX6', 'PIGR', 'PKHD1L1', 'PRKAG3', 'PSEN2', 'RAI1', 'SLC26A9', 'STING1', 'TMEM262', 'TMTC4', 'TSPEAR', 'UMODL1', 'ZP2']",37,R-HSA-9032759,NTRK2 activates RAC1,0.06690366404588166
286,285,"['ADRB2', 'C17orf67', 'CISD1', 'CLDN22', 'ETFRF1', 'H2BC7', 'HBD', 'HMGN1', 'HMHB1', 'HTN1', 'HTN3', 'KRI1', 'KRTAP22-2', 'LCE1D', 'LILRB3', 'MARCHF2', 'OR10A3', 'OR10A5', 'OR10J1', 'OR10Q1', 'OR10Z1', 'OR11L1', 'OR12D3', 'OR13C5', 'OR13C9', 'OR13G1', 'OR14A16', 'OR14C36', 'OR14I1', 'OR1A2', 'OR1E1', 'OR1J2', 'OR1L3', 'OR1N2', 'OR2A12', 'OR2A25', 'OR2AG1', 'OR2AG2', 'OR2AT4', 'OR2D3', 'OR2H2', 'OR2K2', 'OR2T4', 'OR4C12', 'OR4C13', 'OR4K17', 'OR4L1', 'OR51A4', 'OR51A7', 'OR51E2', 'OR51F2', 'OR51G2', 'OR51L1', 'OR51T1', 'OR52B2', 'OR52B6', 'OR52E6', 'OR52H1', 'OR52I1', 'OR52J3', 'OR52K2', 'OR52M1', 'OR52N1', 'OR52N2', 'OR52N4', 'OR56A3', 'OR56B1', 'OR56B4', 'OR5B12', 'OR5I1', 'OR5M1', 'OR5P3', 'OR5T3', 'OR5V1', 'OR6C68', 'OR6C74', 'OR6C75', 'OR6N2', 'OR6Y1', 'OR7D2', 'OR8B12', 'OR8B2', 'OR8B8', 'OR8D1', 'OR8D4', 'OR8S1', 'OR9I1', 'OR9K2', 'PCDH11X', 'PGAM4', 'POLR2K', 'PRAMEF2', 'RPL9', 'RPS17', 'RPS28', 'RSL24D1', 'SCX', 'SEPTIN5', 'SEPTIN6', 'SEPTIN8', 'SNRPG', 'STEAP1', 'STMP1', 'UGT1A3', 'ZNF141']",105,R-HSA-9752946,Expression and translocation of olfactory receptors,1.1102230246251565e-16
287,286,"['ADSS1', 'ATG4B', 'CORT', 'CRELD2', 'ETV6', 'PGBD2', 'PRDM7', 'ZNF446', 'ZNF891']",9,R-HSA-73817,Purine ribonucleoside monophosphate biosynthesis,0.06566770325672433
288,287,"['AEBP2', 'AKAP14', 'ARSH', 'ASIC3', 'CACNB4', 'CCL20', 'CLCN4', 'CMTM7', 'FANCD2OS', 'FZD10', 'GDI1', 'HACL1', 'HTR3A', 'LCLAT1', 'MISP', 'MMP25', 'NEUROG2', 'NR1H2', 'OGG1', 'OPTN', 'ORMDL1', 'PPP1R14C', 'PRRT3', 'PTGER2', 'RAB11B', 'SFRP4', 'SLC4A4', 'TMEM14C', 'TPD52L3', 'ZNF264', 'ZNF444', 'ZNF467']",32,R-HSA-391908,Prostanoid ligand receptors,0.0057318700841101355
289,288,"['AEN', 'ARR3', 'BOD1L2', 'CLMN', 'GPR39', 'IRAG2', 'RASIP1', 'RHOT2', 'RNF166', 'SLC22A18', 'TMEM108', 'TMEM18', 'UGT1A7']",13,R-HSA-9013419,RHOT2 GTPase cycle,0.01959286631403634
290,289,"['AFAP1L1', 'AJUBA', 'C6', 'CDPF1', 'CUEDC1', 'FBXO10', 'FGD1', 'GDPGP1', 'GFRA3', 'GPR6', 'IGFBP7', 'ILVBL', 'LDB3', 'NUTM1', 'OVOL2', 'SULF2', 'TRPA1', 'TTC7B', 'TVP23A', 'ZNF577']",20,R-HSA-166665,Terminal pathway of complement,0.029366805786935957
291,290,"['AFAP1L2', 'AMZ1', 'ANKH', 'ARL9', 'ARMC9', 'B3GNT8', 'BCL2L14', 'BLOC1S2', 'C11orf21', 'C1QB', 'CCDC34', 'CHGB', 'CNMD', 'COPS7B', 'COX6B2', 'CPQ', 'CST2', 'CTBP1', 'CYP19A1', 'DENND11', 'DLL1', 'DOK2', 'ELF3', 'ELOVL3', 'EMP2', 'ENTPD2', 'EPHX3', 'EPN1', 'FHIP2A', 'FREM1', 'FTSJ1', 'GP6', 'H2BW1', 'HGFAC', 'HTR3D', 'IFITM10', 'IKZF5', 'ILKAP', 'KAZN', 'KCNAB2', 'KIAA0513', 'LMO2', 'LRRC23', 'MAGEA11', 'MAGEA4', 'MBP', 'MRGPRE', 'MYD88', 'OLFM4', 'PDLIM1', 'PHF21B', 'PLA2G2D', 'PPP1R12C', 'PRG3', 'PRR29', 'PRSS1', 'SEC24D', 'SFRP2', 'SFTPD', 'SGMS1', 'SH3D21', 'SNX31', 'SNX9', 'STC1', 'STK32B', 'TCEA3', 'TCEAL3', 'TCF12', 'TCF4', 'TMEM86B', 'TUBB2A', 'ULBP1', 'ZCCHC2', 'ZNF33B', 'ZNF619', 'ZNF674', 'ZNF787']",77,R-HSA-1368071,NR1D1 (REV-ERBA) represses gene expression,0.07209932952172571
292,291,"['AFDN', 'ARL4C', 'CDH1', 'DNAJC16', 'TJP1', 'TP53BP2']",6,R-HSA-8935964,RUNX1 regulates expression of components of tight junctions,0.00015529504495703783
293,292,"['AFF1', 'AGPS', 'AHR', 'ATXN7', 'CAVIN1', 'CCNF', 'COQ6', 'CREBBP', 'CSRNP1', 'DHX29', 'DOT1L', 'DYRK1A', 'EP300', 'ERI3', 'HDAC1', 'JAML', 'KAT2A', 'KDM3B', 'LCE2A', 'MAP3K4', 'MED13', 'MLLT1', 'MLLT3', 'MR1', 'PRR12', 'SERTAD2', 'SGF29', 'SMARCD1', 'SPTY2D1', 'SUPT20H', 'SUPT7L', 'TADA1', 'TADA2B', 'TADA3', 'TAF5L', 'TAF6L', 'WSB1', 'ZMYND11']",38,R-HSA-3214847,HATs acetylate histones,1.1685101775071871e-09
294,293,"['AFG3L2', 'AURKAIP1', 'BEND3', 'COX17', 'DAP3', 'HSPA8', 'MRPL11', 'MRPL14', 'MRPL2', 'MRPL21', 'MRPL35', 'MRPL37', 'MRPL4', 'MRPL41', 'MRPL45', 'MRPL51', 'MRPL54', 'MRPL9', 'MRPS14', 'MRPS18A', 'MRPS21', 'MRPS27', 'MRPS35', 'MRPS6', 'MRPS7', 'MTFMT', 'NDUFA3', 'NDUFS6', 'NME6', 'OPA1', 'PARS2', 'PITRM1', 'PNPT1', 'POLRMT', 'PRELID3B', 'PTCD3', 'RBFA', 'SUPV3L1', 'TEFM', 'TFB2M', 'TIMM17A', 'TSFM', 'TUFM', 'VARS2']",44,R-HSA-5389840,Mitochondrial translation elongation,1.1102230246251565e-16
295,294,"['AFM', 'ALOX5AP', 'ANGPTL5', 'ANTXR2', 'B2M', 'BBS12', 'BEX4', 'C17orf78', 'CAMK1D', 'CAT', 'CDC42SE2', 'CLCN5', 'DENND4C', 'DUSP18', 'ELOA2', 'GABRA6', 'GRIA2', 'GUCA1C', 'GULP1', 'HIBADH', 'HIGD1C', 'IL20', 'KATNBL1', 'KCNAB3', 'KLK1', 'MMP7', 'MTMR2', 'NMRK1', 'OCEL1', 'PIWIL4', 'PJA2', 'POLDIP3', 'POLR3G', 'PPP1R42', 'RB1', 'RNF144A', 'RNF24', 'RWDD1', 'S100B', 'SCRG1', 'SERPINB6', 'SESN3', 'SGCG', 'SOBP', 'TAAR1', 'TAC1', 'TAF1L', 'TAS2R5', 'TBX5', 'TEX12', 'TIA1', 'TMEM192', 'TRAM1', 'TRIM77', 'TSLP', 'VIP', 'WFDC6', 'XIRP2', 'ZBTB33', 'ZDHHC14', 'ZFP2', 'ZNF227', 'ZNF391', 'ZNF554', 'ZNF567', 'ZNF677', 'ZNF827', 'ZNF878', 'ZSCAN23']",69,R-HSA-69200,Phosphorylation of proteins involved in G1/S transition by active Cyclin E:Cdk2 complexes,0.07845720718150351
296,295,"['AFP', 'ANO1', 'B4GAT1', 'BBS1', 'C11orf86', 'CABP2', 'CABP4', 'CARNS1', 'CCS', 'GSTP1', 'LRFN4', 'NUDT8', 'PDE2A', 'PITPNM1', 'POLD4', 'RIN1', 'SYT12', 'TBX10', 'TMEM134']",19,R-HSA-69166,Removal of the Flap Intermediate,0.07777538299120812
297,296,"['AFTPH', 'ANKRD30B', 'B4GALT4', 'BPIFA1', 'BZW2', 'C1GALT1', 'CACNB2', 'CCDC91', 'CCDC96', 'CCSER2', 'CERKL', 'CPS1', 'CROT', 'DYNLT2', 'GABARAPL2', 'GIN1', 'IFNAR2', 'IFNGR1', 'LDHAL6A', 'LPXN', 'MAGEC2', 'MAN2A1', 'MBNL2', 'METTL4', 'MTHFS', 'NUDT9', 'OAT', 'PIGF', 'PIGP', 'PIGT', 'PPP1R17', 'PPP2R1B', 'PRR5L', 'PTBP3', 'RAP1GDS1', 'RNF111', 'RUNDC3B', 'SAGE1', 'SEMG2', 'SFT2D1', 'TNFSF18', 'TP53INP1', 'TRAT1', 'UBE2E2', 'USP51', 'ZBBX', 'ZNF354A', 'ZNF700', 'ZNF83']",49,R-HSA-163767,PP2A-mediated dephosphorylation of key metabolic factors,0.09256347813184163
298,297,"['AGAP1', 'NXN']",2,None,None,1.0
299,298,"['AGAP2', 'AVIL', 'CDK4', 'CPM', 'CTDSP2', 'CYP27B1', 'DTX3', 'EEF1AKMT3', 'EPC1', 'HSD11B1L', 'SLC4A1AP', 'SPHK1', 'TSPAN31']",13,R-HSA-9754119,Drug-mediated inhibition of CDK4/CDK6 activity,0.012637859854647382
300,299,"['AGAP5', 'FTH1', 'NUTM2A', 'ZNG1B']",4,R-HSA-917937,Iron uptake and transport,0.0007787807169783445
301,300,"['AGAP6', 'AP3M1', 'GPAT2']",3,R-HSA-390471,Association of TriC/CCT with target proteins during biosynthesis,0.020367194867652483
302,301,"['AGBL1', 'ATP13A5', 'BRICD5', 'FLRT2']",4,R-HSA-8955332,Carboxyterminal post-translational modifications of tubulin,0.05169291914173724
303,302,"['AGBL2', 'AICDA', 'ALDH8A1', 'ALX4', 'ARSI', 'ARX', 'BCAS1', 'BRSK1', 'CD93', 'CDX1', 'CELF6', 'CRELD1', 'CXXC5', 'CYP1A2', 'DAPP1', 'DNAI2', 'ERP27', 'ESRRB', 'GFRA2', 'GPRC5C', 'GRM1', 'H6PD', 'HADHB', 'HEY1', 'HOXA2', 'IGSF21', 'IL12B', 'INMT', 'KCNN4', 'KIAA0319L', 'KIF3C', 'LRRC38', 'LRRC66', 'MFSD2B', 'MMRN2', 'MYH7', 'NALCN', 'NECTIN1', 'NIT1', 'NLN', 'NLRX1', 'OLIG3', 'PRDM13', 'SH2D3C', 'SIM1', 'SLC45A1', 'SPINK7', 'STRA6', 'TFF3', 'TNFRSF14', 'TNIP1', 'TRIM11', 'ZSCAN2']",53,R-HSA-211957,Aromatic amines can be N-hydroxylated or N-dealkylated by CYP1A2,0.10501695419344981
304,303,"['AGBL3', 'AIMP1', 'ANGPT1', 'ANKMY2', 'ANKRA2', 'ARHGAP5', 'ARID5B', 'ART3', 'ATL1', 'ATXN1L', 'C1S', 'CACNG1', 'CAMK1', 'CBS', 'CD86', 'CDKL3', 'CDS1', 'CHD2', 'CLNK', 'COCH', 'COL5A1', 'CPA5', 'CPVL', 'CPXCR1', 'CYP3A43', 'CYP4F12', 'CYTH1', 'DCANP1', 'DDX50', 'DIAPH2', 'DMGDH', 'DNAJC10', 'EFCAB2', 'EXOC6B', 'FABP3', 'FAM171B', 'FAM220A', 'FGF21', 'GAN', 'GLB1', 'GNLY', 'GOLGA1', 'GOLGB1', 'GPR137C', 'GRAP2', 'GRIN2D', 'HRAS', 'HYAL4', 'IL27', 'ITGA8', 'JARID2', 'KCTD16', 'KIFAP3', 'KLB', 'KLHL7', 'KRCC1', 'KRTAP5-9', 'LAIR2', 'LAP3', 'LAPTM4B', 'LPGAT1', 'LRIG3', 'MAN1C1', 'MAP2K5', 'MIA2', 'MITD1', 'MRGPRX1', 'NARF', 'NCOR1', 'NEK10', 'PAIP1', 'PATL1', 'PDX1', 'PPP1R26', 'PSG6', 'PTPN4', 'RGS13', 'SELENOK', 'SMIM6', 'SNX14', 'SPAG4', 'SPAG9', 'SPZ1', 'STPG2', 'TBXAS1', 'TEX19', 'THUMPD1', 'TLR5', 'TMCO5A', 'TMEM256', 'TOB1', 'TTC26', 'TXNDC12', 'UBE2V2', 'UGT2B15', 'UGT3A2', 'ZBED8', 'ZBTB37', 'ZFYVE16', 'ZNF208', 'ZNF229', 'ZNF320', 'ZNF599', 'ZNF613', 'ZNF654', 'ZNF684', 'ZNF865']",107,R-HSA-1368071,NR1D1 (REV-ERBA) represses gene expression,0.09853594271654642
305,304,"['AGBL4', 'AGBL5', 'AK4', 'APBA2', 'ARHGAP9', 'ARMC10', 'ATP2B4', 'B3GNT6', 'BAG6', 'BAK1', 'CA5A', 'CCDC113', 'CFB', 'CLDN6', 'COLGALT2', 'DMRTA2', 'ENPP2', 'GPR88', 'GRHPR', 'HDGFL2', 'HS6ST1', 'ITGA4', 'LOXL3', 'MSI1', 'NEUROG3', 'NFE2L3', 'PAK1', 'PHF2', 'PHOX2A', 'PLCXD2', 'PROB1', 'PTCH2', 'RFX6', 'RHOQ', 'RIT1', 'RND1', 'RPL22', 'RPL36AL', 'SALL1', 'SELP', 'SHISAL2A', 'SLC25A30', 'SP7', 'STXBP1', 'SUN5', 'TACR1', 'THBS3', 'TNXB', 'TRIM10', 'TSPAN11', 'TSSK4', 'UBQLN4', 'UROC1', 'USP24', 'ZBTB39']",55,R-HSA-111452,Activation and oligomerization of BAK protein,0.02222835355823416
306,305,"['AGFG1', 'ASCL1', 'BRPF1', 'CEP295NL', 'CSTB', 'GATA3', 'LDB1', 'LPIN1', 'MAPKAPK2', 'PPP6R1', 'SEC14L1', 'SOX12', 'TBCK']",13,R-HSA-450302,activated TAK1 mediates p38 MAPK activation,0.09575855717628845
307,306,"['AGFG2', 'ASPRV1', 'ATG16L2', 'C22orf23', 'C3orf18', 'CCL26', 'CMTM2', 'EXOC3L1', 'HIP1', 'JOSD1', 'NIF3L1', 'RRAD', 'SCGB1D4', 'SIGLEC10', 'SLC22A12', 'SLC26A5', 'SMAD6', 'STIMATE', 'TMEM174', 'TMEM270', 'TPM3', 'ZNF397', 'ZNF789']",23,R-HSA-9031628,NGF-stimulated transcription,0.015224654455630038
308,307,"['AGO1', 'CSF3R']",2,R-HSA-9768778,Regulation of NPAS4 mRNA translation,0.010544380747500304
309,308,"['AGO3', 'IDE', 'MLLT6', 'PCGF2']",4,R-HSA-9768778,Regulation of NPAS4 mRNA translation,0.011243373221444086
310,309,"['AGO4', 'B4GALT2', 'CCDC17', 'CFAP57', 'RAD54L', 'TMEM53', 'TMEM9B', 'TSPAN1', 'WDPCP']",9,R-HSA-426496,Post-transcriptional silencing by small RNAs,0.008507048528956784
311,310,"['AGPAT4', 'ANKK1', 'ANOS1', 'ARHGAP20', 'ASB9', 'BCL11B', 'BTG4', 'C10orf120', 'C6orf118', 'CARD18', 'CCDC15', 'CXCR5', 'ESAM', 'FOXF2', 'FOXK2', 'GRAMD1B', 'HSD17B2', 'HTR3B', 'IL10RA', 'KCNJ1', 'LUZP4', 'MGMT', 'MMP3', 'NNMT', 'NRGN', 'NXPE1', 'NXPE4', 'OTUB2', 'PABIR2', 'PAFAH1B2', 'PATE1', 'PATE2', 'PATE4', 'PKNOX2', 'RSAD2', 'SIAE', 'TMEM225', 'VWA5A', 'WIF1']",39,R-HSA-5657655,MGMT-mediated DNA damage reversal,0.014030380472584425
312,311,"['AGR2', 'AGR3', 'CCDC66', 'CCNE2', 'CYP4Z1', 'HAPLN1', 'LRP12', 'MFSD4B', 'PLPP1', 'PSG9', 'SPATA9', 'TMEM81', 'WFDC11', 'ZMYM6']",14,R-HSA-69200,Phosphorylation of proteins involved in G1/S transition by active Cyclin E:Cdk2 complexes,0.016435888829610668
313,312,"['AGT', 'B9D1', 'CENPV', 'LRRC75A', 'NLRP3', 'SIPA1L2', 'TK1', 'ZNF668']",8,R-HSA-844456,The NLRP3 inflammasome,0.0012150915222317593
314,313,"['AGTPBP1', 'AKT3', 'BSPH1', 'C14orf39', 'C7orf33', 'CAPN7', 'CCDC159', 'CLEC2D', 'CLMP', 'COLQ', 'CTCFL', 'CYLC2', 'ELOVL5', 'FAM234A', 'FAM24A', 'FOCAD', 'FSD1', 'FZD6', 'GLO1', 'GLRB', 'GNAL', 'HTR4', 'IL5RA', 'KCNK10', 'NPS', 'NR0B1', 'PBK', 'PNPLA4', 'POLB', 'PPP2CB', 'STK17B', 'SYCP3', 'THUMPD3', 'TRMU', 'TUSC3', 'USP29', 'ZFP1', 'ZNF134', 'ZNF211', 'ZNF530', 'ZNF549', 'ZNF582', 'ZNF583', 'ZNF586', 'ZNF620', 'ZNF772', 'ZNF776']",47,R-HSA-73930,Abasic sugar-phosphate removal via the single-nucleotide replacement pathway,0.026052389664166453
315,314,"['AGTR1', 'AKAP8', 'ARFGEF1', 'CGNL1', 'CHIC2', 'CLEC14A', 'CTNNA3', 'DCAF4L2', 'DOCK4', 'HAS2', 'KLHL13', 'NAAA', 'NLGN2', 'PPP1R13L', 'SERAC1', 'SLC26A4', 'TAP1', 'UBOX5', 'ZDHHC3']",19,R-HSA-8856828,Clathrin-mediated endocytosis,0.49113953433774393
316,315,"['AGTRAP', 'CALML3', 'CFAP65', 'FBLN2', 'HP1BP3', 'PKP3', 'PRAG1', 'SHANK1']",8,R-HSA-9696270,RND2 GTPase cycle,0.07355785345850574
317,316,"['AGXT2', 'BIN3', 'C1orf105', 'C5orf24', 'DNAAF3', 'DUS3L', 'EEPD1', 'FERD3L', 'FOXI1', 'IL22RA2', 'KCNK6', 'KCNS3', 'KRT6B', 'MRAP', 'PARVG', 'PRKAR2B', 'SAP30', 'SERPINE2', 'SFTPA2', 'SIGLECL1', 'SMAD1', 'SULT4A1', 'TMTC1', 'ZFAND2B', 'ZNF398']",25,R-HSA-1299308,Tandem of pore domain in a weak inwardly rectifying K+ channels (TWIK),0.02059553934944891
318,317,"['AHCTF1', 'ATR', 'CDC7', 'DONSON', 'GINS1', 'MTBP', 'POLD3', 'SENP6', 'TICRR', 'TOPBP1', 'WEE1']",11,R-HSA-69473,G2/M DNA damage checkpoint,0.0019735515733216857
319,318,"['AHCYL1', 'AHCYL2', 'MAPK6', 'MAPKAPK5']",4,R-HSA-5687128,MAPK6/MAPK4 signaling,1.4619694661544003e-06
320,319,"['AHI1', 'AK3', 'ANKRD44', 'ARHGEF2', 'ATP5MK', 'ATXN7L3B', 'CA6', 'CNOT6L', 'CXCL16', 'GCSAML', 'GPR75', 'GRPEL2', 'HAL', 'HOXD4', 'HSPA6', 'IPP', 'JAG1', 'KIF1B', 'LIPM', 'LTN1', 'MPHOSPH9', 'MTFP1', 'MYL7', 'NTF3', 'RAB4A', 'RAB6B', 'RHCG', 'RNF34', 'ROBO2', 'RSPH9', 'SHCBP1L', 'TANGO2', 'TMC6', 'TNNC2', 'ZKSCAN4', 'ZNF319', 'ZNF414']",37,R-HSA-9025046,NTF3 activates NTRK2 (TRKB) signaling,0.0348339029600504
321,320,"['AHNAK', 'ARCN1', 'CCDC43', 'CENPI', 'FNBP1', 'KNL1', 'LYPD4', 'MCM10', 'NUP98', 'PDZD4', 'PSMC2', 'PSMC3', 'PSMC4', 'PSMC6', 'PSMD1', 'PSMD11', 'PSMD12', 'PSMD13', 'PSMD3', 'PSMD4', 'PSMD6', 'SHLD2', 'SRSF1']",23,R-HSA-211733,Regulation of activated PAK-2p34 by proteasome mediated degradation,1.0710321518558885e-12
322,321,"['AHNAK2', 'ARPC1A', 'INF2', 'METTL1', 'MXRA5', 'SIVA1', 'TNFAIP2', 'UFSP2', 'WDR4', 'ZNF517']",10,R-HSA-6782315,tRNA modification in the nucleus and cytosol,0.0026278491845272978
